Date,Close
2018-01-02,52.28217315673828
2018-01-03,53.39506149291992
2018-01-04,53.44953155517578
2018-01-05,53.963172912597656
2018-01-08,54.00209045410156
2018-01-09,53.69856643676758
2018-01-10,54.0954704284668
2018-01-11,54.67138671875
2018-01-12,55.5819091796875
2018-01-16,55.08385467529297
2018-01-17,56.017730712890625
2018-01-18,55.63639831542969
2018-01-19,55.94767761230469
2018-01-22,56.9360466003418
2018-01-23,56.9049186706543
2018-01-24,55.71421432495117
2018-01-25,55.317317962646484
2018-01-26,55.8309440612793
2018-01-29,54.59354019165039
2018-01-30,53.799739837646484
2018-01-31,53.90868377685547
2018-02-01,53.457313537597656
2018-02-02,52.46117401123047
2018-02-05,50.25875473022461
2018-02-06,51.12260437011719
2018-02-07,50.65565490722656
2018-02-08,48.86570358276367
2018-02-09,49.68285369873047
2018-02-12,50.406612396240234
2018-02-13,51.426109313964844
2018-02-14,53.044864654541016
2018-02-15,52.764686584472656
2018-02-16,52.8658561706543
2018-02-20,51.90992736816406
2018-02-21,51.925601959228516
2018-02-22,52.0744743347168
2018-02-23,52.348716735839844
2018-02-26,51.94126510620117
2018-02-27,51.40061569213867
2018-02-28,50.19396209716797
2018-03-01,50.76595687866211
2018-03-02,51.079368591308594
2018-03-05,51.83940887451172
2018-03-06,52.80317687988281
2018-03-07,53.0303955078125
2018-03-08,54.08818435668945
2018-03-09,55.0206184387207
2018-03-12,54.27621841430664
2018-03-13,54.252742767333984
2018-03-14,54.34675979614258
2018-03-15,53.77476501464844
2018-03-16,54.597476959228516
2018-03-19,54.22922134399414
2018-03-20,55.992210388183594
2018-03-21,57.363407135009766
2018-03-22,57.17536544799805
2018-03-23,55.851173400878906
2018-03-26,57.731666564941406
2018-03-27,57.104820251464844
2018-03-28,56.274288177490234
2018-03-29,57.285072326660156
2018-04-02,56.25861358642578
2018-04-03,56.88544464111328
2018-04-04,56.861942291259766
2018-04-05,57.52013397216797
2018-04-06,56.76791763305664
2018-04-09,56.15675735473633
2018-04-10,57.747352600097656
2018-04-11,57.998085021972656
2018-04-12,58.17829513549805
2018-04-13,58.44469451904297
2018-04-16,60.740509033203125
2018-04-17,61.54755401611328
2018-04-18,61.72775650024414
2018-04-19,62.21355438232422
2018-04-20,62.495643615722656
2018-04-23,62.56616973876953
2018-04-24,62.51132583618164
2018-04-25,62.863895416259766
2018-04-26,64.9794921875
2018-04-27,63.80418014526367
2018-04-30,58.6954345703125
2018-05-01,57.120513916015625
2018-05-02,59.42413330078125
2018-05-03,60.69348907470703
2018-05-04,60.286048889160156
2018-05-07,59.941280364990234
2018-05-08,59.00886535644531
2018-05-09,60.41925048828125
2018-05-10,60.756160736083984
2018-05-11,60.59162139892578
2018-05-14,61.38299560546875
2018-05-15,60.91798400878906
2018-05-16,60.47659683227539
2018-05-17,63.613529205322266
2018-05-18,62.6834831237793
2018-05-21,62.147552490234375
2018-05-22,61.86378479003906
2018-05-23,62.16331481933594
2018-05-24,62.352447509765625
2018-05-25,60.68940734863281
2018-05-29,61.17021560668945
2018-05-30,62.699256896972656
2018-05-31,62.28941345214844
2018-06-01,64.56722259521484
2018-06-04,64.57510375976562
2018-06-05,63.31404495239258
2018-06-06,62.076595306396484
2018-06-07,62.38398742675781
2018-06-08,62.25787353515625
2018-06-11,61.29630661010742
2018-06-12,59.47562789916992
2018-06-13,59.01847457885742
2018-06-14,59.262813568115234
2018-06-15,57.97808837890625
2018-06-18,58.94754409790039
2018-06-19,58.7347297668457
2018-06-20,58.18302536010742
2018-06-21,57.12687683105469
2018-06-22,57.237213134765625
2018-06-25,55.148536682128906
2018-06-26,55.597808837890625
2018-06-27,54.54164505004883
2018-06-28,54.77021789550781
2018-06-29,55.29829788208008
2018-07-02,55.38500213623047
2018-07-03,55.81849670410156
2018-07-05,54.85691452026367
2018-07-06,55.329837799072266
2018-07-09,56.60667037963867
2018-07-10,56.64608383178711
2018-07-11,55.14065933227539
2018-07-12,55.57416534423828
2018-07-13,56.54360580444336
2018-07-16,56.2913932800293
2018-07-17,56.512081146240234
2018-07-18,57.1899299621582
2018-07-19,57.42637252807617
2018-07-20,57.158382415771484
2018-07-23,57.53671646118164
2018-07-24,58.119972229003906
2018-07-25,58.892372131347656
2018-07-26,63.180049896240234
2018-07-27,63.834228515625
2018-07-30,64.2361831665039
2018-07-31,63.7081298828125
2018-08-01,63.6529541015625
2018-08-02,62.841121673583984
2018-08-03,62.336700439453125
2018-08-06,62.92782974243164
2018-08-07,64.05490112304688
2018-08-08,64.38594818115234
2018-08-09,63.64505386352539
2018-08-10,63.78693389892578
2018-08-13,63.1248664855957
2018-08-14,63.14061737060547
2018-08-15,61.18258285522461
2018-08-16,60.79417419433594
2018-08-17,61.12711715698242
2018-08-20,62.43511962890625
2018-08-21,62.633277893066406
2018-08-22,63.58455276489258
2018-08-23,64.70230865478516
2018-08-24,66.44630432128906
2018-08-27,66.33531951904297
2018-08-28,66.51765441894531
2018-08-29,66.36705017089844
