Date,Close
2018-01-02,24.776779174804688
2018-01-03,24.693912506103516
2018-01-04,25.01708984375
2018-01-05,25.133092880249023
2018-01-08,24.95907974243164
2018-01-09,25.0833740234375
2018-01-10,25.315401077270508
2018-01-11,25.406557083129883
2018-01-12,25.845745086669922
2018-01-16,25.887168884277344
2018-01-17,25.837451934814453
2018-01-18,26.086050033569336
2018-01-19,26.284927368164062
2018-01-22,26.46723175048828
2018-01-23,26.450660705566406
2018-01-24,26.591527938842773
2018-01-25,26.591527938842773
2018-01-26,26.68268585205078
2018-01-29,26.748973846435547
2018-01-30,26.41751480102539
2018-01-31,26.516948699951172
2018-02-01,26.931276321411133
2018-02-02,26.47551918029785
2018-02-05,25.07509422302246
2018-02-06,25.85402488708496
2018-02-07,25.89546012878418
2018-02-08,24.644193649291992
2018-02-09,25.133092880249023
2018-02-12,25.787734985351562
2018-02-13,25.837451934814453
2018-02-14,26.516948699951172
2018-02-15,26.69097137451172
2018-02-16,26.492090225219727
2018-02-20,26.45894432067871
2018-02-21,26.409225463867188
2018-02-22,26.26007080078125
2018-02-23,26.54180908203125
2018-02-26,26.864980697631836
2018-02-27,26.790407180786133
2018-02-28,26.599815368652344
2018-03-01,26.183940887451172
2018-03-02,26.308696746826172
2018-03-05,26.724584579467773
2018-03-06,26.707948684692383
2018-03-07,26.766170501708984
2018-03-08,26.78281021118164
2018-03-09,27.21532440185547
2018-03-12,27.315139770507812
2018-03-13,26.9158878326416
2018-03-14,26.732894897460938
2018-03-15,26.699630737304688
2018-03-16,26.75784683227539
2018-03-19,26.599815368652344
2018-03-20,26.599815368652344
2018-03-21,26.508323669433594
2018-03-22,25.4103946685791
2018-03-23,24.262561798095703
2018-03-26,25.31890106201172
2018-03-27,24.553674697875977
2018-03-28,24.445541381835938
2018-03-29,24.944608688354492
2018-04-02,24.37900733947754
2018-04-03,24.611896514892578
2018-04-04,24.853113174438477
2018-04-05,25.21908950805664
2018-04-06,24.64516830444336
2018-04-09,24.844791412353516
2018-04-10,25.352169036865234
2018-04-11,24.8697509765625
2018-04-12,25.493568420410156
2018-04-13,24.786571502685547
2018-04-16,24.894704818725586
2018-04-17,24.986194610595703
2018-04-18,24.561994552612305
2018-04-19,25.102638244628906
2018-04-20,25.16918182373047
2018-04-23,25.21908950805664
2018-04-24,25.110965728759766
2018-04-25,25.069374084472656
2018-04-26,25.011146545410156
2018-04-27,25.07769203186035
2018-04-30,24.88637924194336
2018-05-01,24.911338806152344
2018-05-02,24.603580474853516
2018-05-03,24.287513732910156
2018-05-04,24.370683670043945
2018-05-07,24.653488159179688
2018-05-08,24.894704818725586
2018-05-09,25.55179214477539
2018-05-10,25.693199157714844
2018-05-11,25.718149185180664
2018-05-14,25.884502410888672
2018-05-15,25.967676162719727
2018-05-16,25.834590911865234
2018-05-17,25.626649856567383
2018-05-18,25.16918182373047
2018-05-21,25.4103946685791
2018-05-22,25.693199157714844
2018-05-23,25.31890106201172
2018-05-24,25.12759017944336
2018-05-25,25.086002349853516
2018-05-29,24.087892532348633
2018-05-30,24.52872657775879
2018-05-31,24.25312042236328
2018-06-01,24.55377960205078
2018-06-04,24.55377960205078
2018-06-05,24.319934844970703
2018-06-06,25.088285446166992
2018-06-07,25.130046844482422
2018-06-08,25.06322479248047
2018-06-11,25.104982376098633
2018-06-12,24.971357345581055
2018-06-13,24.921249389648438
2018-06-14,24.637298583984375
